Option,Criterion,Vote,Participant Id,Decision,Incentive,Cohor,Decision Date
Grant 6907: Lilith's license to buidl,Ethereum Connection,Acceptable,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Fundraising / Advertising,Acceptable,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Open Source,Acceptable,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Quid Pro Quo,Acceptable,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Fraudulent impersonation,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Harmful content,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Hateful content,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Fraudulent impersonation,Very Strong,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Harmful content,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Hateful content,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Important Problem,Slightly Support,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Non-excludable,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Non-rivalrous,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Team Track record,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Already Funded,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Ethereum Connection,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Fundraising / Advertising,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Open Source,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6894: PoorNerd,Quid Pro Quo,Slightly Oppose,08bc5af7-3dc0-4991-893b-2eb4d3d98b6d,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Important Problem,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Non-excludable,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Team Track record,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Already Funded,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Ethereum Connection,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Fundraising / Advertising,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Open Source,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Fraudulent impersonation,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Harmful content,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6988: ASC Builder: A GUI development & deployment tool for Algorand smart contracts.,Hateful content,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Fraudulent impersonation,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Harmful content,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Hateful content,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Important Problem,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Non-excludable,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Team Track record,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Ethereum Connection,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Fundraising / Advertising,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Open Source,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6984:  Watchtower  a reputation protocol for space assets on the decentralised web.,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Fraudulent impersonation,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Open Source,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Harmful content,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Hateful content,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Already Funded,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Ethereum Connection,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Fundraising / Advertising,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Important Problem,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Non-excludable,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Non-rivalrous,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6982: Vanitygen BIP39,Team Track record,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Important Problem,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Non-excludable,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Non-rivalrous,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Team Track record,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Already Funded,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Ethereum Connection,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Fundraising / Advertising,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Open Source,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Fraudulent impersonation,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Harmful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6978: My Crypto Hedge Fund from 0 to 100,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Important Problem,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Non-excludable,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Non-rivalrous,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Team Track record,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Ethereum Connection,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Fundraising / Advertising,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Open Source,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Quid Pro Quo,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Fraudulent impersonation,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Harmful content,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6973: One Crypto cover,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Fraudulent impersonation,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Harmful content,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Ethereum Connection,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Fundraising / Advertising,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Open Source,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Important Problem,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Non-excludable,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Non-rivalrous,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6955: Academic dissertation writing,Team Track record,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Ethereum Connection,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Fundraising / Advertising,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Open Source,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Important Problem,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Non-excludable,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Team Track record,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Fraudulent impersonation,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Harmful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6954: Crypto Logia - A crypto social blog  based in Ukraine,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Important Problem,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Non-excludable,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Team Track record,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Fraudulent impersonation,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Harmful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Ethereum Connection,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Fundraising / Advertising,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Open Source,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6953: New World Order STATE,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Ethereum Connection,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Fundraising / Advertising,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Open Source,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Important Problem,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Non-excludable,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Team Track record,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Fraudulent impersonation,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Harmful content,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6947: MULTIVERSE HEROES,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Ethereum Connection,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Fundraising / Advertising,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Open Source,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Important Problem,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Non-excludable,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Non-rivalrous,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Team Track record,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Fraudulent impersonation,Very Strong,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Hateful content,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6941: Update & Upkeep Challenge - Challenge for Solo Stakers,Harmful content,Slightly Support,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Already Funded,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Ethereum Connection,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Fundraising / Advertising,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Open Source,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Fraudulent impersonation,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Harmful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Hateful content,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Important Problem,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Non-excludable,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6919: Trust,Team Track record,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Non-excludable,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Important Problem,Very Weak,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Non-rivalrous,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Team Track record,Slightly Oppose,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
Grant 6907: Lilith's license to buidl,Quid Pro Quo,Acceptable,82ddf636-e9da-4471-b6b8-f8ed81a2cf47,gc-suxsgpaycna,1,3,1/9/2022
